speaker_id,first_name,last_name,years_experience,company_type,company,job_title,expertise_primary,expertise_secondary,programming_languages,cloud_services,mvp_status,region,country,twitter_followers,linkedin_connections,github_repositories,speaking_experience_years,previous_conferences,session_title,session_track,session_type,session_level,session_duration_minutes,expected_audience_size,session_rating_prediction,community_contributions,open_source_projects,certifications_count,speaker_fee_tier
SPKR-0080,James,Thomas,2,Microsoft Partner,Accenture,Developer,Data & Analytics,Mixed Reality,"C#, Python, KQL","Azure Compute, Azure Data, Azure AI, Azure Networking",False,North America,United States,2751,602,2,0,0,Real-time Analytics with Azure Stream Analytics,Data & AI,Theater Session,Beginner,30,140,5.0,6,6,4,None
SPKR-0081,Alex,Garcia,1,Government,Australian Digital Transformation Agency,Software Engineer,Mixed Reality,Modern Apps,"C#, JavaScript, C++, Unity Script","Azure Data, Azure Compute, Power Platform, Azure Mixed Reality, Azure AI",False,Europe,Germany,16,543,8,0,0,Spatial Computing Fundamentals,Digital & App Innovation,Breakout Session,Intermediate,75,121,4.0,7,1,2,Medium
SPKR-0082,Raj,Brown,1,Enterprise Customer,Pfizer,Software Engineer,AI/Machine Learning,Azure Cloud,"R, JavaScript, C#","Azure IoT, Azure Security, Azure Data",False,Asia Pacific,China,253,866,10,0,0,Building Intelligent Chatbots with Bot Framework: Advanced Techniques,App Innovation,Workshop,Beginner,90,32,4.3,4,2,3,None
SPKR-0083,Robert,Harris,10,Microsoft,Microsoft Research,Senior Data Scientist,Quantum Computing,Data & Analytics,"Q#, Python, C#","Dynamics 365, Azure Mixed Reality, Power Platform",False,Europe,Spain,265,889,7,6,48,Quantum Machine Learning: Best Practices,App Innovation,Lightning Talk,Intermediate,15,92,5.0,15,4,2,Low
SPKR-0084,Chris,Souza,7,Microsoft Partner,Avanade,Product Manager,Power Platform,Sustainability Tech,"JavaScript, C#, Power Fx, TypeScript","Azure Networking, Power Platform, Azure Security",False,North America,United States,327,81,3,4,13,Power Apps for Citizen Developers,Digital & App Innovation,Workshop,Beginner,90,43,3.8,0,1,2,Low
SPKR-0085,Stephanie,Oliveira,8,Consulting Firm,Boston Consulting Group,Lead Developer,Blockchain,Sustainability Tech,"JavaScript, Go, C#","Azure Security, Azure AI, Microsoft 365",False,Asia Pacific,Japan,154,1975,6,6,13,Smart Contracts Development,Infrastructure,Breakout Session,Beginner,60,277,3.3,10,0,1,Low
SPKR-0086,Alex,Wang,10,Microsoft,Microsoft Corporation,Product Manager,Mixed Reality,IoT Solutions,"Unity Script, JavaScript, C#, C++","Azure Networking, Azure Mixed Reality, Power Platform, Azure Compute",False,Europe,Germany,147,1995,7,8,2,Building HoloLens Applications: Advanced Techniques,App Innovation,Theater Session,Advanced,30,135,4.7,5,1,1,High
SPKR-0087,Amanda,Anderson,3,Enterprise Customer,Wells Fargo,Software Engineer,Quantum Computing,Blockchain,"C#, Python, Q#","Azure Storage, Azure Compute, Azure Networking, Azure Mixed Reality",False,North America,Canada,1247,112,18,0,0,Quantum Algorithms with Q#,App Innovation,Breakout Session,Beginner,60,234,4.7,6,0,1,None
SPKR-0088,Stephanie,Garcia,5,Startup,TechStart Inc,Senior Software Engineer,Quantum Computing,IoT Solutions,"Q#, C#","Azure Compute, Azure Security, Azure AI, Azure Mixed Reality, Dynamics 365",False,Latin America,Brazil,69,164,17,3,9,Quantum Algorithms with Q#,Data & AI,Breakout Session,Beginner,60,285,4.1,20,2,4,Medium
SPKR-0089,Daniel,Oliveira,1,Microsoft Partner,Accenture,DevOps Engineer,Power Platform,DevOps & Automation,"JavaScript, TypeScript, C#","Azure DevOps, Power Platform, Azure IoT, Microsoft 365, Dynamics 365, Azure Storage",False,Latin America,Mexico,278,1151,3,0,0,Power Automate Process Automation,Modern Work,Breakout Session,Intermediate,60,300,4.1,7,0,14,None
SPKR-0090,Ryan,Wilson,5,Startup,DataDriven Solutions,Solutions Architect,AI/Machine Learning,DevOps & Automation,"Scala, R, Python","Azure Data, Azure Security, Azure Storage, Azure DevOps, Azure IoT, Microsoft 365",False,North America,Mexico,53,2547,37,0,0,Building Intelligent Chatbots with Bot Framework: Advanced Techniques,Data & AI,Theater Session,Intermediate,45,81,4.6,4,1,0,None
SPKR-0091,Amanda,Hernandez,2,ISV,Intuit,Software Engineer,Data & Analytics,IoT Solutions,"R, C#, SQL, Python, KQL","Azure Data, Microsoft 365, Azure AI",False,North America,Canada,1895,19,14,0,0,Real-time Analytics with Azure Stream Analytics,Data & AI,Breakout Session,Intermediate,45,262,3.9,2,3,4,None
SPKR-0092,Elena,Mueller,2,Enterprise Customer,Ford Motor,Developer,Quantum Computing,Azure Cloud,"C#, Q#, Python","Power Platform, Azure Mixed Reality, Azure Networking, Azure IoT",False,Europe,Spain,295,790,19,0,0,Quantum Algorithms with Q#: A Case Study,App Innovation,Breakout Session,Beginner,75,249,4.0,11,2,1,None
SPKR-0093,Elena,Rodriguez,4,Microsoft Partner,Deloitte,Senior Data Scientist,Modern Apps,DevOps & Automation,"Swift, TypeScript, Java, JavaScript, C#","Azure IoT, Azure Networking, Azure DevOps, Azure Data, Azure Security",False,North America,United States,1110,459,25,0,0,Building Progressive Web Apps,Digital & App Innovation,Breakout Session,Beginner,75,253,4.6,3,5,2,Low
SPKR-0094,Hiroshi,Chen,3,Microsoft Partner,Wipro,Data Analyst,Quantum Computing,AI/Machine Learning,"Python, C#","Azure AI, Power Platform, Azure Mixed Reality, Azure Security, Microsoft 365, Azure Compute",False,North America,United States,432,581,3,0,0,Introduction to Quantum Computing,App Innovation,Theater Session,Intermediate,45,145,4.7,6,3,3,None
SPKR-0095,David,Taylor,2,Startup,AgileWorks,DevOps Engineer,Microsoft 365,Azure Cloud,"C#, PowerShell, TypeScript","Azure DevOps, Dynamics 365, Azure Storage, Power Platform",False,Asia Pacific,Singapore,193,545,9,0,0,Office Add-ins Development: Advanced Techniques,Modern Work,Breakout Session,Intermediate,75,136,4.2,6,1,4,None
SPKR-0096,Amara,Jones,2,ISV,Autodesk,Software Engineer,Quantum Computing,Modern Apps,"Q#, Python","Azure Compute, Azure IoT",False,Middle East & Africa,Egypt,312,186,14,0,0,Introduction to Quantum Computing,Data & AI,Breakout Session,Beginner,45,263,3.8,12,2,4,None
SPKR-0097,João,Martinez,2,Microsoft Partner,Infosys,Data Analyst,Quantum Computing,DevOps & Automation,"Q#, Python","Azure IoT, Power Platform",False,North America,Canada,2708,1018,18,0,0,Quantum Computing Applications: Lessons Learned,App Innovation,Breakout Session,Beginner,75,273,4.6,2,1,5,None
SPKR-0098,Kofi,Ferreira,1,Microsoft Partner,Wipro,Cloud Engineer,Security & Compliance,Power Platform,"PowerShell, C#, JavaScript, Python","Azure Data, Azure Networking, Azure Security, Azure Compute, Azure Storage, Microsoft 365",False,Asia Pacific,Australia,62,174,5,0,0,Zero Trust Security Architecture,Microsoft Cloud,Breakout Session,Beginner,60,205,4.4,8,4,10,None
SPKR-0099,Mei,Williams,1,Microsoft Partner,Deloitte,Data Analyst,DevOps & Automation,Edge Computing,"PowerShell, YAML, Bash, Python, Go","Azure Storage, Azure Mixed Reality, Azure IoT, Azure Networking",False,North America,United States,5,978,1,0,0,Monitoring and Observability: Best Practices,Infrastructure,Workshop,Beginner,90,29,3.7,3,1,0,None
SPKR-0100,Robert,Gonzalez,6,Enterprise Customer,IBM,Development Manager,Azure Cloud,DevOps & Automation,"JavaScript, Python, C#","Azure Compute, Azure IoT",False,North America,Canada,136,2340,5,0,0,Azure Architecture Best Practices,Infrastructure,Theater Session,Beginner,45,136,3.7,4,3,2,None
SPKR-0101,Chris,Weber,3,Microsoft,Microsoft Consulting,Developer,Modern Apps,Microsoft 365,"JavaScript, C#","Dynamics 365, Power Platform, Azure Storage, Azure Mixed Reality",False,North America,Mexico,52,186,31,2,9,Serverless Computing with Azure Functions: Advanced Techniques,Digital & App Innovation,Breakout Session,Intermediate,75,232,4.0,3,6,12,None
SPKR-0102,Amanda,Costa,9,ISV,Workday,Principal Engineer,Sustainability Tech,Power Platform,"C#, R, Python","Azure Data, Azure AI",False,North America,United States,2412,336,4,7,50,Sustainable Software Development,Infrastructure,Breakout Session,Intermediate,75,302,5.0,2,2,2,Low
SPKR-0103,Lisa,Zhang,6,Microsoft Partner,TCS,Principal Engineer,Modern Apps,Quantum Computing,"Swift, C#, TypeScript","Azure Storage, Azure Networking, Azure IoT",False,Europe,France,340,838,11,0,0,Building Progressive Web Apps: A Case Study,Digital & App Innovation,Breakout Session,Beginner,45,160,3.7,4,8,1,None
SPKR-0104,Yuki,Silva,5,Startup,AgileWorks,Product Manager,Edge Computing,Microsoft 365,"Python, C#, C++","Azure Data, Azure IoT, Azure Compute",False,Asia Pacific,Japan,1395,4041,3,0,0,Edge Computing with Azure IoT Edge: Advanced Techniques,Data & AI,Lightning Talk,Intermediate,15,41,5.0,10,3,14,None
SPKR-0105,Hiroshi,Garcia,1,Enterprise Customer,Wells Fargo,Cloud Engineer,Power Platform,Data & Analytics,"Power Fx, TypeScript, JavaScript, C#","Azure Security, Dynamics 365, Azure Compute, Azure DevOps",False,Europe,Netherlands,253,195,12,0,0,Power Automate Process Automation,Modern Work,Breakout Session,Intermediate,45,119,4.8,5,5,4,None
SPKR-0106,Jason,Thomas,1,Enterprise Customer,Bank of America,Developer,Power Platform,Data & Analytics,"C#, Power Fx","Power Platform, Azure Security, Azure Mixed Reality, Azure Networking, Azure Storage, Azure Data",False,Europe,Netherlands,245,246,3,0,0,Power BI Advanced Analytics,Digital & App Innovation,Breakout Session,Advanced,60,237,4.5,18,3,0,None
SPKR-0107,Stephanie,Silva,4,Microsoft,Microsoft Research,Development Manager,Edge Computing,Microsoft 365,"C++, Python","Azure Security, Azure Compute, Azure Networking, Microsoft 365",False,North America,United States,464,880,17,0,0,Industrial IoT Solutions,Data & AI,Lightning Talk,Beginner,15,55,4.0,3,1,4,None
SPKR-0108,Lars,White,4,Consulting Firm,Bain & Company,Product Manager,DevOps & Automation,Power Platform,"YAML, Python","Power Platform, Azure DevOps, Azure Storage",False,Asia Pacific,Australia,3343,1316,3,0,0,CI/CD with Azure DevOps,App Innovation,Breakout Session,Intermediate,75,111,5.0,3,11,1,None
SPKR-0109,Elena,Fischer,2,Microsoft,Microsoft Consulting,Software Engineer,Power Platform,Modern Apps,"JavaScript, C#","Azure IoT, Power Platform",False,North America,Mexico,373,876,7,0,0,Low-Code Application Development,Digital & App Innovation,Workshop,Beginner,180,61,4.2,1,8,4,None
SPKR-0110,Lucia,Nakamura,5,Microsoft,Microsoft Consulting,Principal Engineer,Microsoft 365,Azure Cloud,"PowerShell, TypeScript, JavaScript","Azure Compute, Dynamics 365, Azure Storage, Azure Mixed Reality, Azure DevOps, Azure AI",False,North America,Canada,2129,691,3,0,0,SharePoint Framework Solutions,Digital & App Innovation,Breakout Session,Intermediate,60,235,3.9,4,1,9,Low
SPKR-0111,Nicole,Santos,4,Enterprise Customer,Oracle,Solutions Architect,Security & Compliance,Power Platform,"C#, Python, PowerShell, JavaScript","Azure IoT, Azure DevOps, Microsoft 365",False,North America,Mexico,1741,414,18,2,1,Zero Trust Security Architecture,Microsoft Cloud,Lightning Talk,Beginner,15,49,4.0,6,1,1,Medium
SPKR-0112,Wei,Chen,4,Startup,Digital Transform Co,Solutions Architect,Azure Cloud,IoT Solutions,"Python, C#, JavaScript, PowerShell","Azure Mixed Reality, Microsoft 365, Azure Data, Azure Compute, Dynamics 365",False,North America,United States,284,891,6,0,0,Building Scalable Applications on Azure: A Case Study,Infrastructure,Breakout Session,Intermediate,75,146,3.4,8,3,2,None
SPKR-0113,Elena,Jones,7,Microsoft,Microsoft Consulting,Lead Developer,Azure Cloud,Mixed Reality,"JavaScript, PowerShell, Python, ARM Templates","Azure Mixed Reality, Azure IoT, Azure AI",False,Europe,Netherlands,433,17,8,2,1,Modernizing Legacy Systems with Azure,Infrastructure,Breakout Session,Beginner,75,193,3.8,1,2,7,High
SPKR-0114,Alex,Liu,11,Microsoft,Microsoft Research,Distinguished Engineer,AI/Machine Learning,Modern Apps,"JavaScript, Scala, Python","Microsoft 365, Azure DevOps, Azure AI, Azure Networking",False,North America,Canada,366,10027,14,6,40,Responsible AI Development,App Innovation,Workshop,Intermediate,180,95,4.0,21,4,3,Medium
SPKR-0115,Elena,Sato,3,Consulting Firm,KPMG,Cloud Engineer,AI/Machine Learning,DevOps & Automation,"R, Scala","Azure DevOps, Azure Storage, Azure AI",False,Asia Pacific,New Zealand,2211,425,26,0,0,Responsible AI Development,App Innovation,Breakout Session,Beginner,75,107,4.1,3,8,4,None
SPKR-0116,Lars,Harris,3,Consulting Firm,McKinsey & Company,Data Analyst,Security & Compliance,Data & Analytics,"PowerShell, Python, JavaScript, C#","Azure IoT, Microsoft 365, Azure Storage, Azure Data, Azure AI",False,Latin America,Mexico,78,662,5,0,0,Compliance Automation in the Cloud: Best Practices,Microsoft Cloud,Theater Session,Beginner,30,136,4.1,8,2,3,None
SPKR-0117,Ashley,Costa,11,Microsoft,Microsoft Corporation,CTO,Mixed Reality,Microsoft 365,"C++, C#, JavaScript","Azure Security, Azure IoT",False,North America,Mexico,218,13217,15,7,16,Building HoloLens Applications: Lessons Learned,Digital & App Innovation,Breakout Session,Intermediate,60,180,3.7,3,2,4,Medium
SPKR-0118,Michael,Martin,4,Startup,Digital Transform Co,Solutions Architect,Mixed Reality,Security & Compliance,"C++, C#, JavaScript, Unity Script","Azure DevOps, Dynamics 365",False,Europe,Sweden,239,245,9,2,2,AR/VR Development with Unity: Best Practices,Digital & App Innovation,Breakout Session,Beginner,75,231,4.1,11,0,4,Medium
SPKR-0119,Alex,Martinez,6,Microsoft Partner,Infosys,Solutions Architect,Modern Apps,IoT Solutions,"TypeScript, Swift, C#, Java, JavaScript","Azure AI, Azure Data, Microsoft 365, Azure Security, Azure Storage, Azure IoT",False,Europe,France,79,12014,24,1,2,Microservices Architecture Patterns,App Innovation,Theater Session,Beginner,45,114,4.1,19,3,2,None
SPKR-0120,David,Jones,2,Startup,AgileWorks,DevOps Engineer,Blockchain,Edge Computing,"C#, JavaScript, Go","Azure DevOps, Power Platform, Azure Storage, Azure Mixed Reality",False,Middle East & Africa,South Africa,116,1131,12,0,0,Blockchain for Supply Chain,App Innovation,Workshop,Beginner,180,56,4.0,2,0,0,None
SPKR-0121,Priya,Tanaka,2,ISV,Adobe,Developer,Modern Apps,Mixed Reality,"TypeScript, Swift, C#","Azure DevOps, Azure Compute, Azure Mixed Reality",False,North America,Mexico,1552,795,19,0,0,Building Progressive Web Apps: Advanced Techniques,App Innovation,Lightning Talk,Advanced,15,81,4.3,1,3,1,None
SPKR-0122,Ashley,Garcia,3,Microsoft,Microsoft Corporation,Cloud Engineer,Sustainability Tech,AI/Machine Learning,"R, C#, JavaScript","Dynamics 365, Azure DevOps, Azure Networking, Azure Compute, Azure Security",False,Europe,Italy,857,1152,10,0,0,Carbon Footprint Optimization,Microsoft Cloud,Breakout Session,Intermediate,45,107,4.4,1,7,7,None
SPKR-0123,João,Chen,4,Consulting Firm,Ernst & Young,Principal Engineer,Sustainability Tech,Power Platform,"R, JavaScript, Python","Azure IoT, Azure Compute, Azure DevOps, Azure AI",False,North America,Canada,193,218,3,0,0,Sustainable Software Development,Microsoft Cloud,Theater Session,Beginner,30,82,4.5,9,2,5,None
SPKR-0124,Wei,Brown,4,Enterprise Customer,Target,Principal Engineer,IoT Solutions,Microsoft 365,"JavaScript, C++","Azure Data, Azure Mixed Reality, Microsoft 365, Azure DevOps",False,Europe,Netherlands,1210,82,4,0,0,Secure IoT Implementation,Data & AI,Theater Session,Beginner,45,150,3.5,11,1,0,Low
SPKR-0125,Chris,Mueller,2,Enterprise Customer,Pfizer,Cloud Engineer,Edge Computing,Data & Analytics,"JavaScript, Python, C#","Power Platform, Microsoft 365, Azure Compute, Azure Security, Azure Data",True,North America,Mexico,16034,112,6,1,0,Edge Security and Management,Data & AI,Theater Session,Beginner,30,176,4.0,8,1,0,None
SPKR-0126,James,Mueller,5,Startup,DataDriven Solutions,Lead Developer,Data & Analytics,Sustainability Tech,"Python, R, SQL","Azure Storage, Dynamics 365, Power Platform, Azure Networking, Microsoft 365, Azure AI",False,North America,United States,645,2452,19,0,0,Power BI for Enterprise Data Visualization: Lessons Learned,Data & AI,Theater Session,Intermediate,45,84,3.9,7,0,14,None
SPKR-0127,James,Ferreira,4,Government,Singapore GovTech,Senior Software Engineer,IoT Solutions,DevOps & Automation,"C#, Python","Azure Storage, Power Platform, Azure Security, Azure DevOps, Azure Data",False,North America,Mexico,3056,194,3,0,0,IoT Data Processing and Analytics,Infrastructure,Theater Session,Intermediate,30,74,4.6,6,1,4,None
SPKR-0128,Priya,Nakamura,9,Microsoft,Microsoft Corporation,Development Manager,AI/Machine Learning,Mixed Reality,"Python, Scala","Dynamics 365, Azure Storage",False,North America,Mexico,2026,127,15,6,12,AI-Powered Applications with Azure Cognitive Services,Data & AI,Breakout Session,Intermediate,75,290,4.5,11,13,2,High
SPKR-0129,Amara,Smith,2,Microsoft,Microsoft Corporation,Developer,Data & Analytics,AI/Machine Learning,"SQL, C#, KQL","Azure Networking, Microsoft 365, Power Platform, Azure Storage",False,North America,Canada,181,423,16,0,0,Azure Synapse Analytics Deep Dive,Microsoft Cloud,Breakout Session,Beginner,75,192,4.1,3,1,14,None
SPKR-0130,Matthew,Kumar,6,Microsoft,Microsoft Consulting,Solutions Architect,Power Platform,IoT Solutions,"TypeScript, JavaScript, Power Fx, C#","Azure Compute, Azure Storage, Dynamics 365, Azure Networking",False,Europe,Germany,596,1458,3,4,20,Power BI Advanced Analytics,Digital & App Innovation,Breakout Session,Beginner,75,139,4.2,7,2,8,Low
SPKR-0131,Fatima,Tanaka,3,Non-Profit,United Nations,Data Analyst,Azure Cloud,Microsoft 365,"JavaScript, PowerShell, Python, C#","Dynamics 365, Azure AI, Azure Security",False,Europe,Italy,710,557,8,0,0,Building Scalable Applications on Azure,Infrastructure,Workshop,Beginner,90,47,4.8,17,1,1,Low
SPKR-0132,João,Garcia,2,Startup,AgileWorks,Developer,Modern Apps,DevOps & Automation,"TypeScript, C#, JavaScript","Azure Data, Azure Compute",False,Europe,Germany,92,963,16,0,0,Serverless Computing with Azure Functions: A Case Study,App Innovation,Breakout Session,Intermediate,75,152,5.0,6,2,1,None
SPKR-0133,Fatima,Schneider,1,Startup,Digital Transform Co,Developer,Mixed Reality,Quantum Computing,"JavaScript, C++, C#, Unity Script","Azure Storage, Azure IoT, Microsoft 365",False,North America,Mexico,4,1595,13,0,0,Building HoloLens Applications,App Innovation,Lightning Talk,Beginner,20,80,4.1,3,3,2,Medium
SPKR-0134,Emily,Santos,4,Microsoft,Microsoft Research,Product Manager,Security & Compliance,Quantum Computing,"PowerShell, JavaScript, Python","Azure Security, Azure Data, Azure DevOps, Power Platform, Azure Storage, Azure AI",False,North America,Mexico,103,1188,7,2,11,Compliance Automation in the Cloud,Microsoft Cloud,Breakout Session,Beginner,75,166,4.0,5,2,2,Medium
SPKR-0135,Ana,Meyer,3,ISV,Zoom,Cloud Engineer,AI/Machine Learning,Microsoft 365,"JavaScript, R, Scala","Microsoft 365, Power Platform, Azure Mixed Reality, Azure Data",False,Asia Pacific,Singapore,12,442,16,0,0,Responsible AI Development,App Innovation,Theater Session,Beginner,30,115,3.1,3,5,8,Low
SPKR-0136,Lars,Yang,4,Consulting Firm,Capgemini,Senior Data Scientist,Azure Cloud,Sustainability Tech,"C#, JavaScript, ARM Templates, PowerShell","Azure Security, Azure Mixed Reality, Microsoft 365, Power Platform",False,North America,United States,117,311,1,1,2,Azure Cost Optimization Strategies,Microsoft Cloud,Breakout Session,Beginner,45,179,4.4,3,2,3,None
